0.085,0.722
0.084,0.723
0.107,0.723
0.119,0.724
0.096,0.725
0.098,0.727
0.092,0.728
0.082,0.729
0.089,0.730
0.082,0.731
0.093,0.733
0.082,0.734
0.106,0.735
0.078,0.736
0.062,0.737
0.099,0.738
0.091,0.739
0.093,0.740
0.100,0.741
0.072,0.742
0.082,0.743
0.049,0.743
0.085,0.745
0.096,0.745
0.072,0.746
0.085,0.747
0.072,0.748
0.088,0.749
0.080,0.750
0.082,0.751
0.089,0.752
0.072,0.753
0.082,0.754
0.083,0.755
0.079,0.756
0.068,0.757
0.117,0.757
0.079,0.758
0.113,0.759
0.131,0.760
0.118,0.760
0.096,0.761
0.089,0.761
0.078,0.762
0.099,0.763
0.064,0.764
0.079,0.765
0.095,0.766
0.073,0.766
0.100,0.767
0.078,0.768
0.076,0.769
0.079,0.770
0.075,0.770
0.071,0.771
0.084,0.772
0.078,0.772
0.068,0.773
0.088,0.774
0.084,0.774
0.116,0.774
0.094,0.775
0.071,0.775
0.088,0.776
0.076,0.777
0.120,0.777
0.088,0.778
0.078,0.779
0.087,0.779
0.084,0.780
0.068,0.780
0.083,0.781
0.065,0.782
0.073,0.782
0.094,0.783
0.079,0.784
0.101,0.784
0.066,0.785
0.070,0.785
0.079,0.785
0.064,0.786
0.093,0.787
0.079,0.787
0.078,0.788
0.075,0.788
0.061,0.789
0.071,0.790
0.063,0.790
0.080,0.791
0.064,0.791
0.060,0.792
0.060,0.793
0.071,0.793
0.067,0.794
0.059,0.794
0.066,0.795
0.072,0.795
0.067,0.795
0.053,0.796
0.059,0.797
0.083,0.797
0.076,0.798
0.085,0.798
0.078,0.799
0.060,0.799
0.065,0.800
0.057,0.800
0.047,0.801
0.051,0.801
0.069,0.802
0.059,0.802
0.060,0.803
0.053,0.803
0.062,0.804
0.066,0.804
0.060,0.805
0.023,0.805
0.065,0.805
0.058,0.806
0.050,0.807
0.068,0.807
0.061,0.807
0.059,0.808
0.065,0.808
0.077,0.809
0.051,0.809
0.047,0.810
0.079,0.810
0.061,0.811
0.054,0.811
0.047,0.812
0.056,0.812
0.056,0.813
0.042,0.813
0.067,0.813
0.031,0.814
0.050,0.814
0.051,0.814
0.065,0.815
0.055,0.815
0.050,0.816
0.067,0.816
0.068,0.817
0.052,0.817
0.052,0.817
0.056,0.818
0.061,0.818
0.055,0.819
0.063,0.819
0.047,0.819
0.059,0.820
0.057,0.820
0.064,0.821
0.058,0.821
0.093,0.821
0.056,0.821
0.057,0.822
0.083,0.822
0.062,0.823
0.052,0.823
0.051,0.823
0.059,0.824
0.062,0.824
0.052,0.824
0.044,0.825
0.059,0.825
0.057,0.826
0.054,0.826
0.061,0.826
0.056,0.827
0.065,0.827
0.062,0.827
0.055,0.828
0.035,0.828
0.053,0.828
0.064,0.828
0.057,0.829
0.061,0.829
0.054,0.829
0.050,0.830
0.043,0.830
0.050,0.831
0.049,0.831
0.048,0.831
0.059,0.832
0.053,0.832
0.044,0.832
0.052,0.833
0.046,0.833
0.054,0.833
0.053,0.834
0.061,0.834
0.055,0.834
0.035,0.834
0.056,0.834
0.056,0.835
0.046,0.835
0.055,0.836
0.045,0.836
0.070,0.836
0.054,0.836
0.057,0.837
0.043,0.837
0.050,0.837
0.063,0.838
0.057,0.838
0.052,0.838
0.055,0.838
0.051,0.839
0.051,0.839
0.047,0.839
0.016,0.839
0.071,0.840
0.044,0.840
0.061,0.840
0.056,0.840
0.044,0.841
0.045,0.841
0.036,0.841
0.044,0.842
0.052,0.842
0.058,0.842
0.059,0.843
0.042,0.843
0.046,0.843
0.056,0.843
0.047,0.844
0.037,0.844
0.044,0.844
0.046,0.844
0.033,0.844
0.044,0.845
0.044,0.845
0.046,0.845
0.047,0.846
0.044,0.846
0.054,0.846
0.039,0.846
0.047,0.847
0.048,0.847
0.047,0.847
0.044,0.847
0.042,0.848
0.046,0.848
0.048,0.848
0.040,0.848
0.044,0.849
0.047,0.849
0.048,0.849
0.041,0.849
0.040,0.850
0.040,0.850
0.041,0.850
0.042,0.850
0.047,0.851
0.043,0.851
0.044,0.851
0.038,0.851
0.036,0.852
0.059,0.852
0.049,0.852
0.065,0.852
0.047,0.852
0.047,0.853
0.039,0.853
0.043,0.853
0.048,0.853
0.045,0.854
0.047,0.854
0.054,0.854
0.043,0.854
0.057,0.854
0.052,0.855
0.039,0.855
0.038,0.855
0.037,0.855
0.039,0.855
0.034,0.856
0.048,0.856
0.041,0.856
0.051,0.856
0.057,0.857
0.045,0.857
0.042,0.857
0.040,0.857
0.045,0.857
0.045,0.858
0.022,0.858
0.048,0.858
0.044,0.858
0.045,0.858
0.042,0.859
0.032,0.859
0.039,0.859
0.046,0.859
0.036,0.859
0.040,0.860
0.033,0.860
0.043,0.860
0.037,0.860
0.053,0.860
0.043,0.861
0.044,0.861
0.042,0.861
0.043,0.861
0.035,0.862
0.021,0.862
0.042,0.862
0.042,0.862
0.039,0.862
0.046,0.862
0.045,0.863
0.045,0.863
0.034,0.863
0.043,0.863
0.042,0.863
0.033,0.864
0.039,0.864
0.034,0.864
0.041,0.864
0.038,0.864
0.040,0.864
0.038,0.865
0.039,0.865
0.039,0.865
0.024,0.865
0.049,0.865
0.045,0.865
0.036,0.866
0.040,0.866
0.035,0.866
0.049,0.866
0.036,0.866
0.041,0.867
0.035,0.867
0.043,0.867
0.042,0.867
0.034,0.867
0.034,0.867
0.040,0.868
0.042,0.868
0.041,0.868
0.031,0.868
0.043,0.868
0.026,0.868
0.041,0.869
0.041,0.869
0.040,0.869
0.044,0.869
0.029,0.869
0.041,0.869
0.049,0.870
0.031,0.870
0.039,0.870
0.051,0.870
0.036,0.870
0.036,0.870
0.039,0.871
0.032,0.871
0.045,0.871
0.035,0.871
0.029,0.871
0.034,0.871
0.039,0.871
0.036,0.872
0.047,0.872
0.035,0.872
0.046,0.872
0.038,0.872
0.036,0.872
0.036,0.873
0.038,0.873
0.039,0.873
0.032,0.873
0.039,0.873
0.038,0.873
0.036,0.874
0.039,0.874
0.039,0.874
0.032,0.874
0.031,0.874
0.036,0.874
0.020,0.874
0.035,0.875
0.037,0.875
0.037,0.875
0.029,0.875
0.036,0.875
0.029,0.875
0.036,0.876
0.034,0.876
0.031,0.876
0.037,0.876
0.038,0.876
0.040,0.876
0.029,0.876
0.041,0.877
0.048,0.877
0.040,0.877
0.040,0.877
0.037,0.877
0.019,0.877
0.037,0.877
0.039,0.877
0.035,0.878
0.024,0.878
0.043,0.878
0.035,0.878
0.032,0.878
0.035,0.878
0.036,0.878
0.039,0.879
0.042,0.879
0.029,0.879
0.035,0.879
0.033,0.879
0.034,0.879
0.030,0.880
0.031,0.880
0.042,0.880
0.040,0.880
0.033,0.880
0.033,0.880
0.029,0.880
0.040,0.880
0.033,0.881
0.036,0.881
0.038,0.881
0.032,0.881
0.038,0.881
0.035,0.881
0.030,0.881
0.034,0.881
0.032,0.882
0.041,0.882
0.026,0.882
0.042,0.882
0.033,0.882
0.032,0.882
0.023,0.882
